Restaurant,Latitude,Longitude,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Cook_Time
ID_7872,39.13689832,-85.01775763,"Mughlai, North Indian",$30.00,$50.00,3.6,30,12,30 minutes
ID_1488,39.62847538,-85.2291218,"Cafe, Fast Food, Beverages",$15.00,$50.00,-,-,-,30 minutes
ID_5296,39.4154818,-85.67261752,"North Indian, Lucknowi",$25.00,$50.00,3.5,28,11,30 minutes
ID_1602,39.97273449,-85.54664068,North Indian,$20.00,$50.00,-,-,-,30 minutes
ID_6652,39.60078347,-85.76903613,"Biryani, North Indian, Andhra, Chinese",$35.00,$50.00,4.1,2319,892,45 minutes
ID_6361,39.76808506,-85.44146575,North Indian,$10.00,$50.00,NEW,-,-,45 minutes
ID_7514,39.52066071,-85.97183685,"Rolls, Sandwich, Fast Food",$15.00,$50.00,3.7,304,127,65 minutes
ID_5524,39.06090045,-85.57213608,North Indian,$20.00,$99.00,3.5,47,9,30 minutes
ID_2088,39.3187192,-85.69816856,"South Indian, North Indian",$30.00,$50.00,3.6,34,7,30 minutes
ID_5218,39.53473631,-85.07851078,"South Indian, North Indian, Chinese",$15.00,$50.00,3.5,11,5,30 minutes
ID_4020,39.98853764,-85.49695831,Healthy Food,$20.00,$50.00,3.1,8,6,30 minutes
ID_7067,39.81398191,-85.44857226,South Indian,$10.00,$50.00,3.5,237,2,45 minutes
ID_7672,39.38546479,-85.30773183,"North Indian, Chinese, Continental",$80.00,$99.00,4.0,365,208,45 minutes
ID_6394,39.65926622,-85.54517351,South Indian,$10.00,$50.00,3.8,203,67,30 minutes
ID_3691,39.38252852,-85.24176602,North Indian,$10.00,$50.00,3.3,27,5,30 minutes
ID_2074,39.54696997,-85.55786229,"North Indian, Biryani, Mughlai",$15.00,$50.00,3.3,14,2,30 minutes
ID_3957,39.45331824,-85.77901731,"Burger, Fast Food",$20.00,$50.00,4.0,1233,581,65 minutes
ID_1804,39.03195041,-85.61301856,"European, Mediterranean",$85.00,$50.00,4.1,1261,652,30 minutes
ID_505,39.05239757,-85.37472907,"Chinese, North Indian",$30.00,$99.00,3.5,106,43,45 minutes
ID_3329,39.7417757,-85.91594834,"North Indian, Chinese",$20.00,$99.00,3.0,8,4,30 minutes
ID_1238,39.55160437,-85.40026973,Fast Food,$15.00,$50.00,3.3,12,6,30 minutes
ID_7322,39.85373303,-85.87974432,"North Indian, Street Food, Fast Food, Chinese",$20.00,$50.00,3.1,4,1,45 minutes
ID_4718,39.98755164,-85.75776433,"North Indian, Mughlai",$35.00,$50.00,2.5,27,10,45 minutes
ID_3672,39.70002178,-85.17655045,"North Indian, Fast Food",$10.00,$50.00,4.3,55,29,30 minutes
ID_2335,39.84061466,-85.95720177,"South Indian, Chinese",$15.00,$50.00,3.7,87,23,65 minutes
ID_5377,39.05328406,-85.89751926,South Indian,$10.00,$50.00,3.4,14,4,30 minutes
ID_2416,39.21971645,-85.96893693,"North Indian, South Indian",$15.00,$50.00,-,-,-,30 minutes
ID_5129,39.33636619,-85.81192796,Mishti,$5.00,$50.00,3.7,109,24,65 minutes
ID_1737,39.99602786,-85.19330314,"North Indian, Chinese",$20.00,$50.00,3.1,-,-,30 minutes
ID_6592,39.82744082,-85.83919736,"Chinese, Thai, Tibetan, Japanese, Momos",$35.00,$50.00,NEW,-,-,30 minutes
ID_4488,39.67063737,-85.71955358,"Fast Food, Chinese, Mughlai, Rolls",$20.00,$50.00,3.9,208,86,45 minutes
ID_6549,39.94409191,-85.91351883,Rolls,$10.00,$50.00,3.9,171,56,30 minutes
ID_6027,39.95743256,-85.64825007,"Italian, Street Food",$25.00,$50.00,3.3,107,43,45 minutes
ID_1341,39.64853028,-85.50678888,Bakery,$15.00,$50.00,3.2,8,3,30 minutes
ID_8443,39.14368836,-85.85535138,"Biryani, North Indian",$10.00,$50.00,-,-,-,45 minutes
ID_4299,39.14481504,-85.55785657,Bakery,$20.00,$50.00,3.0,4,1,30 minutes
ID_3682,39.16363547,-85.05090594,Desserts,$10.00,$50.00,3.9,73,46,30 minutes
ID_229,39.53998445,-85.80372288,"Mithai, Fast Food, South Indian",$10.00,$50.00,3.4,11,4,30 minutes
ID_3742,39.7729676,-85.74381382,North Indian,$50.00,$50.00,4.4,272,172,30 minutes
ID_6143,39.83165802,-85.72855456,North Indian,$10.00,$50.00,Opening Soon,-,-,30 minutes
ID_996,39.92252076,-85.16077267,Desserts,$5.00,$50.00,-,-,-,45 minutes
ID_7325,39.5392425,-85.49489697,"Desserts, Ice Cream",$10.00,$50.00,4.4,406,241,45 minutes
ID_1640,39.51143591,-85.71396487,North Indian,$25.00,$99.00,3.5,36,8,65 minutes
ID_13,39.10563026,-85.71951156,"Continental, North Indian, Seafood, Cafe, Salad, Chinese",$65.00,$50.00,4.1,3860,1962,45 minutes
ID_1524,39.99681885,-85.53632017,Chinese,$40.00,$50.00,4.1,2133,981,45 minutes
ID_8438,39.86428781,-85.32265902,"Burger, Fast Food, Beverages, Sandwich, Wraps",$20.00,$50.00,3.9,121,43,45 minutes
ID_2483,39.40370054,-85.72884196,"North Indian, Fast Food, Biryani, Rolls, Wraps",$25.00,$50.00,4.0,206,68,65 minutes
ID_1728,39.04905177,-85.165786,"North Indian, Chinese, Continental, Fast Food, Pizza",$25.00,$50.00,-,-,-,30 minutes
ID_6974,39.97943597,-85.9566911,South Indian,$10.00,$50.00,-,-,-,30 minutes
ID_6170,39.63144952,-85.36735037,"Fast Food, Pizza",$15.00,$50.00,NEW,-,-,30 minutes
ID_7493,39.42379581,-85.11043673,"North Indian, Chinese, South Indian",$20.00,$50.00,3.0,5,2,30 minutes
ID_41,39.85576068,-85.16405938,"Pizza, Fast Food",$10.00,$50.00,3.1,7,3,30 minutes
ID_670,39.30110571,-85.14390363,"Bihari, North Indian",$10.00,$50.00,3.0,4,-,30 minutes
ID_3798,39.73097385,-85.38260186,"Fast Food, Beverages",$5.00,$99.00,3.4,15,8,45 minutes
ID_1497,39.11727341,-85.96877494,"North Indian, Chinese",$20.00,$50.00,3.7,324,125,30 minutes
ID_3031,39.83385976,-85.60995346,"Chinese, North Indian, Continental, Beverages",$30.00,$50.00,4.0,644,325,30 minutes
ID_4549,39.30298641,-85.35777594,South Indian,$25.00,$50.00,3.6,19,4,30 minutes
ID_261,39.69096264,-85.57407732,"Biryani, North Indian",$15.00,$50.00,3.6,51,11,30 minutes
ID_4287,39.14116402,-85.54093263,Mughlai,$20.00,$50.00,-,-,-,30 minutes
ID_4600,39.97460762,-85.60580978,"Continental, Asian",$60.00,$50.00,4.0,305,210,30 minutes
ID_8240,39.33808752,-85.93288591,"North Indian, Chinese, Mughlai",$25.00,$99.00,4.0,551,310,45 minutes
ID_6706,39.96878921,-85.21796196,"South Indian, Fast Food, North Indian, Chinese, Biryani",$30.00,$50.00,3.6,294,58,45 minutes
ID_7479,39.16064374,-85.21667138,"Thai, Salad, Seafood",$40.00,$99.00,4.1,88,43,45 minutes
ID_3133,39.22662864,-85.28437877,"North Indian, Mughlai, Biryani",$40.00,$50.00,4.3,217,145,30 minutes
ID_1426,39.43490115,-85.91062698,"North Indian, Chinese",$20.00,$50.00,3.4,96,61,45 minutes
ID_5885,39.81367184,-85.83780206,North Indian,$15.00,$50.00,3.5,-,-,30 minutes
ID_6879,39.58344365,-85.03320934,"North Indian, South Indian, Chinese, Fast Food, Mithai",$20.00,$50.00,3.9,224,147,30 minutes
ID_7185,39.30549831,-85.45122879,"North Indian, South Indian, Fast Food, Chinese",$40.00,$50.00,4.2,1256,925,30 minutes
ID_6636,39.72177453,-85.32479271,"Mithai, Street Food",$10.00,$50.00,4.0,205,49,30 minutes
ID_4102,39.01392868,-85.21030081,Ice Cream,$10.00,$50.00,NEW,-,-,30 minutes
ID_3438,39.45283373,-85.83416203,Paan,$10.00,$50.00,3.5,21,12,30 minutes
ID_1297,39.97160271,-85.05953346,"Chinese, North Indian, Fast Food",$20.00,$50.00,3.4,42,14,45 minutes
ID_684,39.24627713,-85.0873543,"Arabian, Chinese, Continental",$20.00,$50.00,NEW,-,-,30 minutes
ID_7740,39.52357283,-85.45095205,"South Indian, Beverages",$15.00,$50.00,3.7,108,80,30 minutes
ID_2150,39.42735403,-85.2557836,"North Indian, Chinese, Seafood",$20.00,$50.00,3.7,30,10,30 minutes
ID_1329,39.88246327,-85.48666134,"Bakery, Desserts",$15.00,$50.00,4.3,196,109,45 minutes
ID_6610,39.52399744,-85.80355658,"Fast Food, Beverages",$25.00,$50.00,4.3,913,751,30 minutes
ID_936,39.6564867,-85.79306343,Biryani,$15.00,$50.00,3.7,279,90,65 minutes
ID_3846,39.46629195,-85.01481616,"Biryani, North Indian, Rolls, Kashmiri, Mughlai",$30.00,$50.00,3.9,195,117,45 minutes
ID_152,39.77475658,-85.16118349,"North Indian, Seafood, Biryani",$25.00,$50.00,3.5,893,196,30 minutes
ID_4833,39.04975839,-85.22707323,"Chinese, Momos, Seafood",$25.00,$50.00,4.0,1016,437,30 minutes
ID_2576,39.71932965,-85.70175504,"North Indian, Chinese",$10.00,$50.00,-,-,-,30 minutes
ID_6869,39.95180644,-85.58528221,North Indian,$10.00,$50.00,4.0,81,42,30 minutes
ID_2668,39.67431501,-85.9140931,"North Indian, Mughlai, Chinese",$25.00,$50.00,NEW,-,-,30 minutes
ID_5054,39.23970477,-85.09478282,"Portuguese, Wraps, Burger, Salad",$50.00,$50.00,4.1,835,593,45 minutes
ID_7893,39.73050338,-85.03556901,"North Indian, Seafood, Biryani, Kerala",$40.00,$50.00,3.9,276,59,45 minutes
ID_3543,39.17972966,-85.89327744,"Ice Cream, Fast Food",$15.00,$50.00,3.5,24,12,30 minutes
ID_4716,39.6561862,-85.19904937,"Pizza, Fast Food",$20.00,$50.00,3.9,108,60,30 minutes
ID_8080,39.78133869,-85.65380132,North Indian,$25.00,$50.00,3.8,89,54,30 minutes
ID_7743,39.88907814,-85.84764199,Ice Cream,$10.00,$50.00,4.0,84,40,30 minutes
ID_3795,39.89241187,-85.69156289,"Bakery, Desserts",$15.00,$50.00,3.4,5,1,30 minutes
ID_5488,39.67738473,-85.76071918,Pizza,$35.00,$50.00,NEW,-,-,30 minutes
ID_7295,39.81833023,-85.96667225,"Bakery, Desserts",$15.00,$50.00,3.7,45,30,45 minutes
ID_4822,39.74755936,-85.21347077,"Momos, Tibetan, Beverages",$10.00,$50.00,4.5,647,251,30 minutes
ID_2977,39.7566585,-85.34333585,South Indian,$15.00,$99.00,4.1,1008,245,45 minutes
ID_5180,39.86895113,-85.56066667,North Indian,$20.00,$50.00,3.3,12,-,30 minutes
ID_8144,39.63427865,-85.95960413,Desserts,$10.00,$50.00,NEW,-,-,30 minutes
ID_4449,39.94219171,-85.00290978,"North Indian, Chinese, Fast Food",$15.00,$50.00,2.9,83,35,45 minutes
ID_2795,39.2285378,-85.73801607,"Desserts, Bakery, Beverages",$15.00,$50.00,3.9,77,37,30 minutes
ID_5312,39.13379905,-85.86102507,"North Indian, Rolls",$15.00,$50.00,3.8,229,64,45 minutes
ID_5919,39.96418711,-85.48872149,"North Indian, Charcoal Chicken, Fast Food, Mughlai, Biryani, Kebab",$20.00,$50.00,3.8,25,13,30 minutes
ID_1069,39.2671353,-85.30995488,Cafe,$30.00,$50.00,2.9,61,26,65 minutes
ID_4173,39.46625678,-85.88001326,Ice Cream,$10.00,$50.00,3.9,166,79,45 minutes
ID_28,39.16574048,-85.50083466,Bakery,$10.00,$50.00,4.1,205,116,45 minutes
ID_8619,39.6824648,-85.12620134,"Biryani, North Indian, Sandwich, Juices",$15.00,$50.00,3.2,15,7,30 minutes
ID_7727,39.62769283,-85.38177669,"Bengali, Chinese, North Indian",$15.00,$50.00,3.1,5,-,30 minutes
ID_6412,39.15185432,-85.88832153,"Healthy Food, Salad",$35.00,$50.00,4.3,523,206,65 minutes
ID_3859,39.64949835,-85.02983258,"Cafe, Italian, Continental, Bakery",$40.00,$50.00,4.3,343,292,45 minutes
ID_1579,39.4127105,-85.15431447,"North Indian, Chinese",$25.00,$50.00,4.0,503,238,45 minutes
ID_550,39.35667554,-85.33332029,"North Indian, Chinese",$20.00,$50.00,3.2,20,8,30 minutes
ID_4793,39.92579138,-85.65399815,Sandwich,$10.00,$50.00,3.5,44,4,45 minutes
ID_476,39.32117387,-85.29523962,"Chinese, North Indian, South Indian, Fast Food",$20.00,$50.00,3.2,4,-,30 minutes
ID_3699,39.9790203,-85.39802784,"North Indian, South Indian",$10.00,$50.00,3.4,243,73,65 minutes
ID_4503,39.26527207,-85.79652772,"North Indian, South Indian",$15.00,$50.00,3.9,190,27,45 minutes
ID_4278,39.09972766,-85.03739683,North Indian,$15.00,$50.00,3.7,110,62,30 minutes
ID_574,39.02016175,-85.56204687,Chinese,$10.00,$50.00,-,-,-,30 minutes
ID_5043,39.19732669,-85.05606015,"Biryani, Chinese, North Indian",$10.00,$50.00,3.7,28,7,30 minutes
ID_7268,39.31721716,-85.75955115,"North Indian, South Indian, Street Food",$10.00,$50.00,3.2,11,2,30 minutes
ID_529,39.14793921,-85.32202272,"North Indian, Chinese",$10.00,$50.00,3.7,564,72,45 minutes
ID_4732,39.02155979,-85.74107846,Beverages,$10.00,$50.00,3.4,14,4,30 minutes
ID_2165,39.08163402,-85.31677672,"North Indian, Chinese, Mughlai, Biryani, Beverages",$25.00,$50.00,3.5,37,15,30 minutes
ID_6600,39.50565306,-85.28505806,"North Indian, Mughlai, Chinese",$20.00,$99.00,3.7,164,84,65 minutes
ID_1098,39.46135005,-85.78685672,North Indian,$10.00,$0.00,2.7,427,225,65 minutes
ID_5334,39.6248364,-85.42358993,"North Indian, Chinese, Odia",$20.00,$50.00,3.3,76,29,30 minutes
ID_7275,39.2287907,-85.9111629,"South Indian, North Indian, Chinese",$15.00,$50.00,4.0,929,160,45 minutes
ID_3034,39.91559407,-85.60442976,Fast Food,$10.00,$50.00,3.3,7,5,30 minutes
ID_1671,39.19599479,-85.06223821,"Fast Food, Beverages",$15.00,$50.00,3.4,19,3,30 minutes
ID_3857,39.74529014,-85.67632587,"Chinese, Fast Food, North Indian, Continental",$30.00,$50.00,NEW,-,-,30 minutes
ID_845,39.70737043,-85.85964015,"Mithai, Street Food",$15.00,$50.00,3.8,112,19,30 minutes
ID_236,39.47195945,-85.28867838,"North Indian, Maharashtrian",$20.00,$50.00,3.5,34,21,45 minutes
ID_4609,39.18126292,-85.93173585,"Street Food, Fast Food",$15.00,$50.00,3.4,20,16,30 minutes
ID_7184,39.95902115,-85.23026009,"Wraps, Healthy Food, Sandwich, Salad",$15.00,$50.00,3.5,264,131,65 minutes
ID_390,39.15123677,-85.91717556,"Biryani, Chinese, North Indian",$20.00,$50.00,2.6,61,32,65 minutes
ID_3152,39.98734816,-85.56365424,Beverages,$5.00,$50.00,-,-,-,30 minutes
ID_207,39.52763888,-85.59446275,"Mithai, Chinese, South Indian",$10.00,$50.00,2.9,24,4,30 minutes
ID_1532,39.94417934,-85.52203777,"Chinese, Fast Food",$15.00,$50.00,3.5,187,65,30 minutes
ID_884,39.12220375,-85.16922846,"Biryani, North Indian",$35.00,$50.00,3.4,45,20,30 minutes
ID_3826,39.62343072,-85.90382225,North Indian,$10.00,$50.00,3.6,16,4,30 minutes
ID_1906,39.609715,-85.2677408,"Beverages, Juices",$10.00,$50.00,NEW,-,-,30 minutes
ID_2398,39.68381763,-85.44572625,"Italian, Mexican",$55.00,$50.00,4.3,748,387,30 minutes
ID_6757,39.2501022,-85.39846816,"Sandwich, Beverages, Fast Food",$20.00,$50.00,3.2,5,2,30 minutes
ID_3579,39.74644562,-85.89439045,North Indian,$20.00,$50.00,3.2,6,2,30 minutes
ID_1882,39.5452389,-85.33914288,"Seafood, Mughlai, North Indian",$25.00,$50.00,-,-,-,30 minutes
ID_3367,39.43321051,-85.42433457,North Indian,$20.00,$50.00,3.6,26,7,30 minutes
ID_3636,39.37593105,-85.01621554,North Indian,$40.00,$50.00,3.8,36,23,65 minutes
ID_335,39.68290782,-85.71833438,"Fast Food, Street Food",$10.00,$50.00,3.3,6,1,30 minutes
ID_785,39.78114454,-85.56706517,"Mithai, Street Food",$10.00,$50.00,3.7,44,10,30 minutes
ID_7987,39.51439134,-85.15909139,"Biryani, North Indian, Mughlai",$45.00,$99.00,4.0,1104,681,65 minutes
ID_1457,39.12270188,-85.76908355,"North Indian, Mughlai",$20.00,$50.00,3.0,4,1,30 minutes
ID_8403,39.4187076,-85.32421959,Desserts,$15.00,$50.00,3.5,12,9,45 minutes
ID_8242,39.10706276,-85.65908035,"North Indian, Fast Food",$15.00,$50.00,2.7,31,15,45 minutes
ID_6591,39.6343866,-85.17421385,North Indian,$10.00,$50.00,3.5,66,15,45 minutes
ID_7693,39.28777331,-85.17396778,"Cafe, Italian, Chinese, Fast Food, North Indian, Beverages",$50.00,$50.00,4.1,1801,965,30 minutes
ID_6018,39.70180669,-85.01032195,"North Indian, Chinese, South Indian",$20.00,$99.00,3.8,219,97,45 minutes
ID_7184,39.14359379,-85.63779883,"Wraps, Healthy Food, Sandwich, Salad",$15.00,$0.00,3.8,428,133,65 minutes
ID_5253,39.02649661,-85.39512954,"Ice Cream, Beverages, Fast Food",$25.00,$50.00,3.5,52,10,30 minutes
ID_4298,39.4753005,-85.53266656,"Salad, Beverages, Healthy Food, Desserts",$20.00,$50.00,3.5,36,24,65 minutes
ID_4157,39.74420409,-85.76160854,"European, Italian, Continental, Salad, Beverages",$60.00,$50.00,4.0,646,370,45 minutes
ID_5902,39.26442893,-85.83036353,North Indian,$25.00,$50.00,3.6,217,57,45 minutes
ID_8094,39.52427844,-85.06899106,"North Indian, Chinese",$20.00,$50.00,2.8,6,1,30 minutes
ID_6087,39.52660433,-85.75315972,"North Indian, Chinese, Street Food",$20.00,$50.00,-,-,-,30 minutes
ID_1946,39.25314451,-85.82522414,"Continental, Thai, Italian, Salad",$35.00,$50.00,3.9,1298,450,65 minutes
ID_6764,39.77607401,-85.23210745,"South Indian, Chinese",$10.00,$50.00,3.6,67,17,30 minutes
ID_7206,39.44279516,-85.12141611,"Desserts, Beverages",$20.00,$50.00,-,-,-,30 minutes
ID_1020,39.80599139,-85.39525759,"Sandwich, Fast Food, North Indian, Street Food, Maharashtrian, Beverages",$15.00,$50.00,3.6,16,6,30 minutes
ID_3824,39.83490388,-85.47225405,North Indian,$20.00,$50.00,3.9,363,163,30 minutes
ID_8200,39.88496361,-85.61640891,"North Indian, Mughlai, Chinese",$25.00,$50.00,3.8,345,154,65 minutes
ID_4216,39.86330255,-85.10489067,"Pizza, Fast Food",$20.00,$50.00,4.0,123,61,30 minutes
ID_2551,39.28262473,-85.79076719,"Fast Food, Pizza",$15.00,$50.00,2.9,7,3,30 minutes
ID_2964,39.99804046,-85.41317403,"North Indian, Chinese",$20.00,$50.00,3.7,123,62,45 minutes
ID_2298,39.93297291,-85.23952741,"Cafe, Desserts",$30.00,$50.00,4.3,716,382,45 minutes
ID_4914,39.22371366,-85.82901806,"Mughlai, North Indian, Biryani, Kebab",$35.00,$50.00,3.8,494,294,45 minutes
ID_6653,39.27151571,-85.02792001,"South Indian, North Indian, Chinese",$20.00,$50.00,3.8,551,53,45 minutes
ID_3660,39.81968638,-85.39888351,"American, Italian, Cafe, Salad",$25.00,$50.00,4.2,943,580,45 minutes
ID_3959,39.12703936,-85.62330638,Kerala,$10.00,$50.00,3.5,42,7,30 minutes
ID_6619,39.13166572,-85.56936704,"Beverages, Rolls, Sandwich",$10.00,$50.00,NEW,-,-,30 minutes
ID_4176,39.30119718,-85.91508279,"North Indian, Cafe, Fast Food, Beverages",$10.00,$50.00,3.8,433,201,45 minutes
ID_1242,39.59672248,-85.14435485,Fast Food,$15.00,$50.00,3.3,19,6,30 minutes
ID_7017,39.99230735,-85.90799243,North Indian,$10.00,$50.00,3.1,5,-,30 minutes
ID_3783,39.01193135,-85.32581838,"Beverages, Juices, Fast Food",$10.00,$50.00,3.9,51,24,30 minutes
ID_4972,39.82136312,-85.63350811,"Chinese, Fast Food, South Indian, North Indian",$15.00,$50.00,-,-,-,45 minutes
ID_4373,39.97858925,-85.32571661,Bakery,$20.00,$50.00,3.9,139,74,30 minutes
ID_5360,39.08753621,-85.23007023,"Finger Food, American, Continental, Burger, Pizza",$60.00,$50.00,4.0,635,214,45 minutes
ID_4307,39.92628363,-85.54893396,"North Indian, Fast Food, Chinese",$35.00,$50.00,4.3,269,173,30 minutes
ID_7374,39.86754533,-85.79403537,"North Indian, Chinese",$10.00,$50.00,3.3,19,7,30 minutes
ID_3670,39.80813816,-85.51315313,"North Indian, Chinese",$10.00,$50.00,3.7,120,55,20 minutes
ID_5852,39.62039373,-85.91978488,"Bar Food, Asian, North Indian, Italian",$65.00,$50.00,4.0,1372,609,30 minutes
ID_1965,39.73325272,-85.35655145,Biryani,$15.00,$50.00,3.2,10,5,30 minutes
ID_334,39.14946375,-85.21450918,"Fast Food, Chinese",$10.00,$50.00,3.3,11,1,45 minutes
ID_1149,39.62305768,-85.94460378,"Fast Food, Burger, Chinese, Beverages",$15.00,$50.00,3.3,15,6,30 minutes
ID_8648,39.87121696,-85.98002134,"Cafe, Sushi, Continental, Italian",$35.00,$50.00,4.3,193,90,30 minutes
ID_2008,39.58335863,-85.47554217,"Mithai, North Indian, Chinese, South Indian, Street Food, Italian, Desserts, Beverages",$20.00,$50.00,3.9,155,59,30 minutes
ID_6714,39.15586496,-85.99400469,North Indian,$10.00,$50.00,3.7,110,18,30 minutes
ID_1823,39.50851749,-85.52631365,North Indian,$35.00,$50.00,3.7,83,46,45 minutes
ID_5499,39.35173648,-85.89828173,"North Indian, South Indian, Chinese, Bengali, Odia, Biryani, Beverages",$15.00,$50.00,3.5,45,29,45 minutes
ID_1730,39.8278775,-85.48040141,"Chinese, Fast Food",$10.00,$50.00,2.8,9,3,30 minutes
ID_7691,39.34549297,-85.88974996,"North Indian, Fast Food",$10.00,$50.00,-,-,-,30 minutes
ID_663,39.23663019,-85.89967235,"Bakery, Desserts",$10.00,$50.00,-,-,-,30 minutes
ID_7785,39.98775326,-85.61891114,"Fast Food, Chinese",$20.00,$50.00,NEW,-,-,30 minutes
ID_153,39.80398541,-85.799564,"North Indian, Biryani, Chinese",$25.00,$50.00,3.3,6,-,30 minutes
ID_38,39.53164522,-85.71827279,"Italian, Pizza, Salad, Lebanese",$50.00,$99.00,3.9,452,243,45 minutes
ID_2483,39.51356442,-85.43330919,"Fast Food, North Indian, Biryani, Rolls, Wraps",$20.00,$50.00,4.0,233,105,65 minutes
ID_4914,39.88029078,-85.59320275,"Mughlai, North Indian, Biryani, Kebab",$35.00,$50.00,3.8,494,294,45 minutes
ID_2331,39.5487297,-85.24924961,"South Indian, Chinese",$10.00,$50.00,3.5,19,7,30 minutes
ID_8282,39.59130288,-85.45222136,"Biryani, Chinese, North Indian",$20.00,$50.00,3.3,4,2,30 minutes
ID_8372,39.01916369,-85.61141276,"Chinese, North Indian, Mughlai",$20.00,$50.00,3.7,172,70,45 minutes
ID_5155,39.99688067,-85.25640517,"Pizza, Fast Food",$15.00,$50.00,-,-,-,30 minutes
ID_4782,39.18942361,-85.64957743,"North Indian, Healthy Food, Lucknowi, Awadhi, Biryani",$20.00,$50.00,3.9,28,21,30 minutes
ID_8187,39.45588755,-85.34678518,Fast Food,$20.00,$50.00,3.8,80,35,30 minutes
ID_8465,39.27673341,-85.7103859,"Bakery, Fast Food",$15.00,$50.00,-,-,-,30 minutes
ID_3431,39.42097575,-85.95879271,Desserts,$10.00,$50.00,-,-,-,30 minutes
ID_1298,39.50882194,-85.66114453,"Tea, Beverages, Fast Food",$10.00,$50.00,3.7,35,4,30 minutes
ID_4188,39.84290104,-85.20714338,"Chinese, Fast Food, North Indian, Healthy Food",$25.00,$0.00,3.6,66,18,30 minutes
ID_7089,39.81793375,-85.14399311,"South Indian, North Indian, Chinese, Street Food",$15.00,$50.00,3.9,94,29,30 minutes
ID_2833,39.95671943,-85.46251077,Mithai,$10.00,$50.00,4.1,551,24,30 minutes
ID_158,39.40915019,-85.87628737,"American, Beverages, Burger, Cafe, Coffee, Desserts, Fast Food, Pizza",$10.00,$50.00,NEW,-,-,30 minutes
ID_981,39.85123018,-85.04186547,"Cafe, Salad, Italian, American, Bakery, Beverages",$40.00,$50.00,4.5,879,518,45 minutes
ID_6699,39.36058594,-85.80410128,Beverages,$10.00,$50.00,4.1,139,70,30 minutes
ID_3934,39.56212627,-85.55291046,"North Indian, Rolls",$20.00,$50.00,4.0,82,53,30 minutes
ID_1521,39.47269403,-85.08659483,"Tea, Fast Food",$10.00,$50.00,3.3,12,6,30 minutes
ID_6488,39.52448471,-85.389208,"North Indian, Fast Food",$20.00,$50.00,3.4,25,2,30 minutes
ID_9,39.72527262,-85.07586585,"Finger Food, European, North Indian, Mughlai",$80.00,$50.00,3.8,840,399,45 minutes
ID_6845,39.86975787,-85.02264438,"North Indian, Chinese",$40.00,$50.00,4.0,387,158,45 minutes
ID_3143,39.84404368,-85.02784668,North Indian,$10.00,$50.00,3.7,107,32,30 minutes
ID_2394,39.50609379,-85.01938132,Street Food,$10.00,$50.00,4.0,329,131,65 minutes
ID_5000,39.67526184,-85.28177821,North Indian,$10.00,$50.00,2.9,13,10,30 minutes
ID_2473,39.87396832,-85.09302624,"Chinese, Tibetan, Thai",$25.00,$50.00,2.9,17,2,45 minutes
ID_8411,39.09437539,-85.11363066,"Cafe, Fast Food, Desserts",$10.00,$50.00,3.2,7,2,30 minutes
ID_7759,39.44657472,-85.3736455,South Indian,$20.00,$50.00,4.1,416,225,30 minutes
ID_6896,39.52492669,-85.32827637,"Cafe, Bakery, Italian",$25.00,$50.00,3.9,902,362,30 minutes
ID_1721,39.48833115,-85.0414661,"Chinese, Rolls",$25.00,$50.00,-,-,-,30 minutes
ID_2861,39.54951678,-85.43253344,North Indian,$25.00,$50.00,3.6,91,71,65 minutes
ID_2521,39.72651802,-85.70435873,"Mediterranean, Pizza, Italian, Beverages",$60.00,$50.00,4.4,467,262,65 minutes
ID_3374,39.18308185,-85.00327016,North Indian,$20.00,$50.00,3.2,11,3,30 minutes
ID_1902,39.00010511,-85.4974177,"Chinese, Thai",$45.00,$50.00,3.4,20,6,45 minutes
ID_3223,39.25450699,-85.56408764,"Pizza, Burger, Fast Food",$20.00,$50.00,3.8,39,29,30 minutes
ID_3887,39.98110222,-85.44990032,"Chinese, North Indian, South Indian, Fast Food, Street Food",$20.00,$50.00,3.5,14,8,30 minutes
ID_2550,39.81383961,-85.32102064,"Gujarati, Rajasthani, Maharashtrian",$50.00,$50.00,3.6,1057,626,45 minutes
ID_6943,39.82639414,-85.43792306,Chinese,$20.00,$50.00,3.7,47,25,30 minutes
ID_6017,39.71883917,-85.54120604,Chinese,$15.00,$50.00,NEW,-,-,30 minutes
ID_5830,39.05317777,-85.29416679,North Indian,$10.00,$50.00,NEW,-,-,30 minutes
ID_4713,39.00049978,-85.79095164,Street Food,$10.00,$50.00,3.2,6,4,30 minutes
ID_1537,39.70289218,-85.98829396,Street Food,$10.00,$50.00,3.9,36,18,30 minutes
ID_3833,39.01496822,-85.51638194,South Indian,$5.00,$50.00,3.7,22,8,30 minutes
ID_6541,39.89665616,-85.45514606,"North Indian, South Indian, Chinese, Beverages",$15.00,$50.00,3.9,390,44,45 minutes
ID_5398,39.18000482,-85.25591048,"North Indian, Continental, Chinese, Italian",$60.00,$50.00,4.4,257,172,30 minutes
ID_378,39.08837508,-85.25243708,"Biryani, North Indian, South Indian, Fast Food",$15.00,$50.00,NEW,-,-,10 minutes
ID_3969,39.85740625,-85.13644953,"Beverages, Desserts",$20.00,$50.00,4.0,182,104,45 minutes
ID_864,39.76072482,-85.28154762,"Biryani, North Indian, Seafood, Chinese",$20.00,$50.00,-,-,-,30 minutes
